Datum;Wotag;Stunde;KFZ_R1;KFZ_R2;KFZ_Gesamt
05.07.2023;3;8;313;289;602
05.07.2023;3;9;230;212;442
05.07.2023;3;10;201;185;386
05.07.2023;3;11;227;210;437
05.07.2023;3;12;234;216;450
05.07.2023;3;13;235;216;451
05.07.2023;3;14;237;218;455
05.07.2023;3;15;305;282;587
05.07.2023;3;16;324;299;623
05.07.2023;3;17;396;365;761
05.07.2023;3;18;304;281;585
05.07.2023;3;19;211;195;406
05.07.2023;3;20;149;138;287
05.07.2023;3;21;104;96;200
05.07.2023;3;22;88;81;169
05.07.2023;3;23;65;60;125
06.07.2023;4;0;66;60;126
06.07.2023;4;1;34;32;66
06.07.2023;4;2;21;19;40
06.07.2023;4;3;17;15;32
06.07.2023;4;4;28;26;54
06.07.2023;4;5;60;56;116
06.07.2023;4;6;170;156;326
06.07.2023;4;7;302;278;580
06.07.2023;4;8;319;294;613
06.07.2023;4;9;240;222;462
06.07.2023;4;10;202;186;388
06.07.2023;4;11;236;217;453
06.07.2023;4;12;254;234;488
06.07.2023;4;13;224;207;431
06.07.2023;4;14;239;220;459
06.07.2023;4;15;277;256;533
06.07.2023;4;16;338;312;650
06.07.2023;4;17;400;370;770
06.07.2023;4;18;320;296;616
06.07.2023;4;19;211;195;406
06.07.2023;4;20;147;135;282
06.07.2023;4;21;101;93;194
06.07.2023;4;22;90;84;174
06.07.2023;4;23;63;59;122
07.07.2023;5;0;64;59;123
07.07.2023;5;1;33;30;63
07.07.2023;5;2;23;21;44
07.07.2023;5;3;16;15;31
07.07.2023;5;4;24;22;46
07.07.2023;5;5;60;55;115
07.07.2023;5;6;170;157;327
07.07.2023;5;7;292;269;561
07.07.2023;5;8;285;264;549
07.07.2023;5;9;205;189;394
07.07.2023;5;10;212;195;407
07.07.2023;5;11;224;207;431
07.07.2023;5;12;232;214;446
07.07.2023;5;13;242;224;466
07.07.2023;5;14;215;198;413
07.07.2023;5;15;282;261;543
07.07.2023;5;16;322;298;620
07.07.2023;5;17;433;400;833
07.07.2023;5;18;325;300;625
07.07.2023;5;19;199;183;382
07.07.2023;5;20;139;129;268
07.07.2023;5;21;108;99;207
07.07.2023;5;22;83;76;159
07.07.2023;5;23;67;61;128
08.07.2023;6;0;57;52;109
08.07.2023;6;1;28;25;53
08.07.2023;6;2;18;16;34
08.07.2023;6;3;15;14;29
08.07.2023;6;4;22;21;43
08.07.2023;6;5;53;49;102
08.07.2023;6;6;140;129;269
08.07.2023;6;7;243;225;468
08.07.2023;6;8;236;217;453
08.07.2023;6;9;199;183;382
08.07.2023;6;10;176;163;339
08.07.2023;6;11;196;181;377
08.07.2023;6;12;224;207;431
08.07.2023;6;13;184;169;353
08.07.2023;6;14;193;178;371
08.07.2023;6;15;233;215;448
08.07.2023;6;16;274;253;527
08.07.2023;6;17;366;337;703
08.07.2023;6;18;279;257;536
08.07.2023;6;19;180;167;347
08.07.2023;6;20;136;125;261
08.07.2023;6;21;82;76;158
08.07.2023;6;22;71;66;137
08.07.2023;6;23;58;53;111
09.07.2023;7;0;39;36;75
09.07.2023;7;1;22;20;42
09.07.2023;7;2;13;12;25
09.07.2023;7;3;11;11;22
09.07.2023;7;4;17;16;33
09.07.2023;7;5;41;38;79
09.07.2023;7;6;99;91;190
09.07.2023;7;7;194;179;373
09.07.2023;7;8;196;180;376
09.07.2023;7;9;150;138;288
09.07.2023;7;10;118;108;226
09.07.2023;7;11;159;146;305
09.07.2023;7;12;164;152;316
09.07.2023;7;13;144;132;276
09.07.2023;7;14;157;145;302
09.07.2023;7;15;171;157;328
09.07.2023;7;16;210;194;404
09.07.2023;7;17;265;245;510
09.07.2023;7;18;222;205;427
09.07.2023;7;19;147;135;282
09.07.2023;7;20;97;89;186
09.07.2023;7;21;70;64;134
09.07.2023;7;22;57;52;109
09.07.2023;7;23;41;37;78
10.07.2023;1;0;64;60;124
10.07.2023;1;1;32;30;62
10.07.2023;1;2;21;20;41
10.07.2023;1;3;17;15;32
10.07.2023;1;4;25;24;49
10.07.2023;1;5;63;58;121
10.07.2023;1;6;141;131;272
10.07.2023;1;7;316;292;608
10.07.2023;1;8;302;279;581
10.07.2023;1;9;235;217;452
10.07.2023;1;10;208;192;400
10.07.2023;1;11;249;229;478
10.07.2023;1;12;255;235;490
10.07.2023;1;13;235;217;452
10.07.2023;1;14;242;223;465
10.07.2023;1;15;277;255;532
10.07.2023;1;16;319;295;614
10.07.2023;1;17;352;325;677
10.07.2023;1;18;306;282;588
10.07.2023;1;19;217;200;417
10.07.2023;1;20;144;132;276
10.07.2023;1;21;109;100;209
10.07.2023;1;22;84;78;162
10.07.2023;1;23;71;66;137
11.07.2023;2;0;62;57;119
11.07.2023;2;1;34;32;66
11.07.2023;2;2;21;20;41
11.07.2023;2;3;18;17;35
11.07.2023;2;4;23;21;44
11.07.2023;2;5;61;57;118
11.07.2023;2;6;174;161;335
11.07.2023;2;7;337;312;649
11.07.2023;2;8;296;273;569
11.07.2023;2;9;227;209;436
11.07.2023;2;10;217;200;417
11.07.2023;2;11;240;221;461
11.07.2023;2;12;246;228;474
11.07.2023;2;13;233;216;449
11.07.2023;2;14;243;225;468
11.07.2023;2;15;297;275;572
11.07.2023;2;16;347;320;667
11.07.2023;2;17;402;371;773
11.07.2023;2;18;313;288;601
11.07.2023;2;19;215;198;413
11.07.2023;2;20;146;134;280
11.07.2023;2;21;106;97;203
11.07.2023;2;22;79;73;152
11.07.2023;2;23;71;66;137
12.07.2023;3;0;59;55;114
12.07.2023;3;1;33;30;63
12.07.2023;3;2;21;19;40
12.07.2023;3;3;18;17;35
12.07.2023;3;4;24;23;47
12.07.2023;3;5;61;56;117
12.07.2023;3;6;163;150;313
12.07.2023;3;7;340;313;653
12.07.2023;3;8;251;232;483
12.07.2023;3;9;218;202;420
12.07.2023;3;10;238;219;457
12.07.2023;3;11;237;218;455
12.07.2023;3;12;237;219;456
12.07.2023;3;13;229;212;441
12.07.2023;3;14;231;213;444
12.07.2023;3;15;283;262;545
12.07.2023;3;16;365;337;702
12.07.2023;3;17;409;378;787
12.07.2023;3;18;305;282;587
12.07.2023;3;19;217;201;418
12.07.2023;3;20;141;130;271
12.07.2023;3;21;99;92;191
12.07.2023;3;22;76;71;147
12.07.2023;3;23;62;57;119
13.07.2023;4;0;60;55;115
13.07.2023;4;1;32;29;61
13.07.2023;4;2;21;20;41
13.07.2023;4;3;16;14;30
13.07.2023;4;4;21;20;41
13.07.2023;4;5;59;55;114
13.07.2023;4;6;163;151;314
13.07.2023;4;7;304;281;585
13.07.2023;4;8;315;290;605
13.07.2023;4;9;223;205;428
13.07.2023;4;10;218;202;420
13.07.2023;4;11;230;212;442
13.07.2023;4;12;250;231;481
13.07.2023;4;13;220;204;424
13.07.2023;4;14;229;212;441
13.07.2023;4;15;261;241;502
13.07.2023;4;16;337;311;648
13.07.2023;4;17;396;366;762
13.07.2023;4;18;298;276;574
13.07.2023;4;19;219;203;422
13.07.2023;4;20;149;138;287
13.07.2023;4;21;102;94;196
13.07.2023;4;22;84;78;162
13.07.2023;4;23;67;61;128
14.07.2023;5;0;60;55;115
14.07.2023;5;1;34;31;65
14.07.2023;5;2;20;19;39
14.07.2023;5;3;16;15;31
14.07.2023;5;4;23;21;44
14.07.2023;5;5;61;57;118
14.07.2023;5;6;172;159;331
14.07.2023;5;7;303;279;582
14.07.2023;5;8;329;304;633
14.07.2023;5;9;240;222;462
14.07.2023;5;10;223;205;428
14.07.2023;5;11;239;221;460
14.07.2023;5;12;274;253;527
14.07.2023;5;13;221;204;425
14.07.2023;5;14;200;185;385
14.07.2023;5;15;266;245;511
14.07.2023;5;16;344;317;661
14.07.2023;5;17;404;373;777
14.07.2023;5;18;318;293;611
14.07.2023;5;19;223;205;428
14.07.2023;5;20;149;138;287
14.07.2023;5;21;109;100;209
14.07.2023;5;22;80;73;153
14.07.2023;5;23;63;59;122
15.07.2023;6;0;58;53;111
15.07.2023;6;1;29;26;55
15.07.2023;6;2;17;16;33
15.07.2023;6;3;14;12;26
15.07.2023;6;4;21;19;40
15.07.2023;6;5;51;48;99
15.07.2023;6;6;133;123;256
15.07.2023;6;7;246;228;474
15.07.2023;6;8;246;228;474
15.07.2023;6;9;190;175;365
15.07.2023;6;10;187;173;360
15.07.2023;6;11;198;183;381
15.07.2023;6;12;216;199;415
15.07.2023;6;13;188;174;362
15.07.2023;6;14;194;179;373
15.07.2023;6;15;235;217;452
15.07.2023;6;16;294;272;566
15.07.2023;6;17;340;313;653
15.07.2023;6;18;281;259;540
15.07.2023;6;19;178;164;342
15.07.2023;6;20;129;120;249
15.07.2023;6;21;87;80;167
15.07.2023;6;22;64;60;124
15.07.2023;6;23;58;53;111
16.07.2023;7;0;42;39;81
16.07.2023;7;1;22;21;43
16.07.2023;7;2;14;13;27
16.07.2023;7;3;11;10;21
16.07.2023;7;4;16;14;30
16.07.2023;7;5;42;39;81
16.07.2023;7;6;111;102;213
16.07.2023;7;7;198;183;381
16.07.2023;7;8;201;185;386
16.07.2023;7;9;143;132;275
16.07.2023;7;10;132;122;254
16.07.2023;7;11;162;149;311
16.07.2023;7;12;170;157;327
16.07.2023;7;13;147;135;282
16.07.2023;7;14;151;140;291
16.07.2023;7;15;178;164;342
16.07.2023;7;16;188;173;361
16.07.2023;7;17;249;230;479
16.07.2023;7;18;203;188;391
16.07.2023;7;19;134;123;257
16.07.2023;7;20;96;89;185
16.07.2023;7;21;72;66;138
16.07.2023;7;22;54;49;103
16.07.2023;7;23;41;38;79
17.07.2023;1;0;64;59;123
17.07.2023;1;1;33;30;63
17.07.2023;1;2;21;19;40
17.07.2023;1;3;17;15;32
17.07.2023;1;4;28;26;54
17.07.2023;1;5;56;51;107
17.07.2023;1;6;164;151;315
17.07.2023;1;7;314;289;603
17.07.2023;1;8;281;260;541
17.07.2023;1;9;240;222;462
17.07.2023;1;10;217;201;418
17.07.2023;1;11;229;212;441
17.07.2023;1;12;248;228;476
17.07.2023;1;13;229;211;440
17.07.2023;1;14;229;211;440
17.07.2023;1;15;270;250;520
17.07.2023;1;16;331;306;637
17.07.2023;1;17;406;375;781
17.07.2023;1;18;325;300;625
17.07.2023;1;19;196;181;377
17.07.2023;1;20;139;128;267
17.07.2023;1;21;95;88;183
17.07.2023;1;22;87;81;168
17.07.2023;1;23;68;62;130
18.07.2023;2;0;64;60;124
18.07.2023;2;1;31;29;60
18.07.2023;2;2;23;21;44
18.07.2023;2;3;16;15;31
18.07.2023;2;4;25;24;49
18.07.2023;2;5;66;60;126
18.07.2023;2;6;159;147;306
18.07.2023;2;7;305;281;586
18.07.2023;2;8;295;273;568
18.07.2023;2;9;263;242;505
18.07.2023;2;10;212;196;408
18.07.2023;2;11;249;229;478
18.07.2023;2;12;266;245;511
18.07.2023;2;13;234;216;450
18.07.2023;2;14;218;202;420
18.07.2023;2;15;286;264;550
18.07.2023;2;16;309;286;595
18.07.2023;2;17;433;400;833
18.07.2023;2;18;317;292;609
18.07.2023;2;19;181;168;349
18.07.2023;2;20;144;133;277
18.07.2023;2;21;108;99;207
18.07.2023;2;22;83;76;159
18.07.2023;2;23;69;64;133
19.07.2023;3;0;60;55;115
19.07.2023;3;1;31;29;60
19.07.2023;3;2;21;19;40
19.07.2023;3;3;17;15;32
19.07.2023;3;4;24;23;47
19.07.2023;3;5;67;61;128
19.07.2023;3;6;160;148;308
19.07.2023;3;7;318;294;612
19.07.2023;3;8;294;271;565
19.07.2023;3;9;212;196;408
19.07.2023;3;10;195;180;375
19.07.2023;3;11;230;212;442
19.07.2023;3;12;276;254;530
19.07.2023;3;13;237;218;455
19.07.2023;3;14;210;194;404
19.07.2023;3;15;229;212;441
19.07.2023;3;16;347;320;667
19.07.2023;3;17;399;369;768
19.07.2023;3;18;331;306;637
19.07.2023;3;19;200;184;384
19.07.2023;3;20;149;137;286
19.07.2023;3;21;109;100;209
19.07.2023;3;22;82;75;157
19.07.2023;3;23;66;60;126
20.07.2023;4;0;63;58;121
20.07.2023;4;1;34;32;66
20.07.2023;4;2;21;19;40
20.07.2023;4;3;18;16;34
20.07.2023;4;4;24;23;47
20.07.2023;4;5;59;54;113
20.07.2023;4;6;184;169;353
20.07.2023;4;7;304;281;585
20.07.2023;4;8;284;263;547
20.07.2023;4;9;229;212;441
20.07.2023;4;10;210;193;403
20.07.2023;4;11;225;208;433
20.07.2023;4;12;251;231;482
20.07.2023;4;13;229;212;441
20.07.2023;4;14;232;214;446
20.07.2023;4;15;240;221;461
20.07.2023;4;16;366;337;703
20.07.2023;4;17;398;368;766
20.07.2023;4;18;322;298;620
20.07.2023;4;19;194;180;374
20.07.2023;4;20;143;132;275
20.07.2023;4;21;101;93;194
20.07.2023;4;22;90;83;173
20.07.2023;4;23;65;60;125
21.07.2023;5;0;65;60;125
21.07.2023;5;1;32;30;62
21.07.2023;5;2;20;19;39
21.07.2023;5;3;17;15;32
21.07.2023;5;4;27;24;51
21.07.2023;5;5;57;52;109
21.07.2023;5;6;156;144;300
21.07.2023;5;7;283;261;544
21.07.2023;5;8;277;255;532
21.07.2023;5;9;220;204;424
21.07.2023;5;10;192;177;369
21.07.2023;5;11;222;204;426
21.07.2023;5;12;226;208;434
21.07.2023;5;13;218;202;420
21.07.2023;5;14;244;225;469
21.07.2023;5;15;277;256;533
21.07.2023;5;16;337;312;649
21.07.2023;5;17;381;352;733
21.07.2023;5;18;289;267;556
21.07.2023;5;19;197;182;379
21.07.2023;5;20;146;135;281
21.07.2023;5;21;109;101;210
21.07.2023;5;22;87;81;168
21.07.2023;5;23;69;64;133
22.07.2023;6;0;51;48;99
22.07.2023;6;1;29;26;55
22.07.2023;6;2;18;16;34
22.07.2023;6;3;14;13;27
22.07.2023;6;4;23;22;45
22.07.2023;6;5;48;45;93
22.07.2023;6;6;140;130;270
22.07.2023;6;7;282;261;543
22.07.2023;6;8;230;213;443
22.07.2023;6;9;189;175;364
22.07.2023;6;10;173;160;333
22.07.2023;6;11;193;179;372
22.07.2023;6;12;196;181;377
22.07.2023;6;13;201;186;387
22.07.2023;6;14;202;186;388
22.07.2023;6;15;237;218;455
22.07.2023;6;16;272;251;523
22.07.2023;6;17;343;316;659
22.07.2023;6;18;254;235;489
22.07.2023;6;19;175;161;336
22.07.2023;6;20;138;127;265
22.07.2023;6;21;89;83;172
22.07.2023;6;22;67;62;129
22.07.2023;6;23;57;53;110
23.07.2023;7;0;38;35;73
23.07.2023;7;1;20;19;39
23.07.2023;7;2;13;12;25
23.07.2023;7;3;10;10;20
23.07.2023;7;4;17;16;33
23.07.2023;7;5;42;39;81
23.07.2023;7;6;111;103;214
23.07.2023;7;7;192;178;370
23.07.2023;7;8;185;171;356
23.07.2023;7;9;151;140;291
23.07.2023;7;10;132;121;253
23.07.2023;7;11;147;136;283
23.07.2023;7;12;166;154;320
23.07.2023;7;13;147;135;282
23.07.2023;7;14;151;140;291
23.07.2023;7;15;191;176;367
23.07.2023;7;16;215;199;414
23.07.2023;7;17;276;255;531
23.07.2023;7;18;210;193;403
23.07.2023;7;19;126;116;242
23.07.2023;7;20;90;83;173
23.07.2023;7;21;65;60;125
23.07.2023;7;22;52;48;100
23.07.2023;7;23;43;40;83
24.07.2023;1;0;64;60;124
24.07.2023;1;1;35;33;68
24.07.2023;1;2;21;20;41
24.07.2023;1;3;16;15;31
24.07.2023;1;4;22;21;43
24.07.2023;1;5;63;58;121
24.07.2023;1;6;167;155;322
24.07.2023;1;7;316;292;608
24.07.2023;1;8;323;299;622
24.07.2023;1;9;244;225;469
24.07.2023;1;10;217;201;418
24.07.2023;1;11;219;202;421
24.07.2023;1;12;244;226;470
24.07.2023;1;13;229;211;440
24.07.2023;1;14;221;204;425
24.07.2023;1;15;278;257;535
24.07.2023;1;16;340;314;654
24.07.2023;1;17;380;350;730
24.07.2023;1;18;332;307;639
24.07.2023;1;19;210;194;404
24.07.2023;1;20;134;123;257
24.07.2023;1;21;104;96;200
24.07.2023;1;22;85;78;163
24.07.2023;1;23;70;65;135
25.07.2023;2;0;62;57;119
25.07.2023;2;1;35;32;67
25.07.2023;2;2;21;20;41
25.07.2023;2;3;16;14;30
25.07.2023;2;4;23;22;45
25.07.2023;2;5;66;61;127
25.07.2023;2;6;177;164;341
25.07.2023;2;7;319;294;613
25.07.2023;2;8;315;290;605
25.07.2023;2;9;242;223;465
25.07.2023;2;10;216;200;416
25.07.2023;2;11;219;203;422
25.07.2023;2;12;272;252;524
25.07.2023;2;13;236;218;454
25.07.2023;2;14;226;208;434
25.07.2023;2;15;263;242;505
25.07.2023;2;16;339;312;651
25.07.2023;2;17;368;339;707
25.07.2023;2;18;324;300;624
25.07.2023;2;19;199;184;383
25.07.2023;2;20;149;138;287
25.07.2023;2;21;102;94;196
25.07.2023;2;22;83;76;159
25.07.2023;2;23;64;60;124
26.07.2023;3;0;62;58;120
26.07.2023;3;1;36;34;70
26.07.2023;3;2;22;21;43
26.07.2023;3;3;17;16;33
26.07.2023;3;4;25;23;48
26.07.2023;3;5;66;60;126
26.07.2023;3;6;177;163;340
26.07.2023;3;7;301;277;578
26.07.2023;3;8;291;269;560
26.07.2023;3;9;209;193;402
26.07.2023;3;10;220;204;424
26.07.2023;3;11;254;234;488
26.07.2023;3;12;252;232;484
26.07.2023;3;13;205;190;395
26.07.2023;3;14;237;218;455
26.07.2023;3;15;259;240;499
26.07.2023;3;16;323;299;622
26.07.2023;3;17;414;382;796
26.07.2023;3;18;317;293;610
26.07.2023;3;19;204;188;392
26.07.2023;3;20;141;131;272
26.07.2023;3;21;105;97;202
26.07.2023;3;22;82;75;157
26.07.2023;3;23;63;58;121
27.07.2023;4;0;62;57;119
27.07.2023;4;1;34;31;65
27.07.2023;4;2;21;19;40
27.07.2023;4;3;16;14;30
27.07.2023;4;4;27;24;51
27.07.2023;4;5;54;50;104
27.07.2023;4;6;163;151;314
27.07.2023;4;7;304;280;584
27.07.2023;4;8;295;272;567
27.07.2023;4;9;236;218;454
27.07.2023;4;10;220;204;424
27.07.2023;4;11;222;204;426
27.07.2023;4;12;258;238;496
27.07.2023;4;13;232;214;446
27.07.2023;4;14;210;194;404
27.07.2023;4;15;297;275;572
27.07.2023;4;16;310;287;597
27.07.2023;4;17;410;378;788
27.07.2023;4;18;320;295;615
27.07.2023;4;19;212;195;407
27.07.2023;4;20;142;132;274
27.07.2023;4;21;109;100;209
27.07.2023;4;22;77;71;148
27.07.2023;4;23;67;61;128
28.07.2023;5;0;61;56;117
28.07.2023;5;1;32;30;62
28.07.2023;5;2;21;20;41
28.07.2023;5;3;18;16;34
28.07.2023;5;4;24;23;47
28.07.2023;5;5;65;60;125
28.07.2023;5;6;167;155;322
28.07.2023;5;7;300;276;576
28.07.2023;5;8;289;266;555
28.07.2023;5;9;226;209;435
28.07.2023;5;10;202;186;388
28.07.2023;5;11;235;217;452
28.07.2023;5;12;254;234;488
28.07.2023;5;13;212;195;407
28.07.2023;5;14;211;195;406
28.07.2023;5;15;277;256;533
28.07.2023;5;16;321;296;617
28.07.2023;5;17;407;376;783
28.07.2023;5;18;326;300;626
28.07.2023;5;19;196;180;376
28.07.2023;5;20;136;125;261
28.07.2023;5;21;113;105;218
28.07.2023;5;22;85;79;164
28.07.2023;5;23;66;60;126
29.07.2023;6;0;51;47;98
29.07.2023;6;1;28;25;53
29.07.2023;6;2;17;15;32
29.07.2023;6;3;15;14;29
29.07.2023;6;4;20;19;39
29.07.2023;6;5;56;52;108
29.07.2023;6;6;139;129;268
29.07.2023;6;7;253;233;486
29.07.2023;6;8;243;225;468
29.07.2023;6;9;170;156;326
29.07.2023;6;10;177;163;340
29.07.2023;6;11;194;179;373
29.07.2023;6;12;222;205;427
29.07.2023;6;13;177;163;340
29.07.2023;6;14;207;191;398
29.07.2023;6;15;240;222;462
29.07.2023;6;16;302;279;581
29.07.2023;6;17;340;314;654
29.07.2023;6;18;280;258;538
29.07.2023;6;19;164;152;316
29.07.2023;6;20;129;119;248
29.07.2023;6;21;85;79;164
29.07.2023;6;22;65;60;125
29.07.2023;6;23;54;49;103
30.07.2023;7;0;41;37;78
30.07.2023;7;1;21;19;40
30.07.2023;7;2;14;13;27
30.07.2023;7;3;10;9;19
30.07.2023;7;4;15;13;28
30.07.2023;7;5;44;40;84
30.07.2023;7;6;113;105;218
30.07.2023;7;7;193;178;371
30.07.2023;7;8;190;176;366
30.07.2023;7;9;157;145;302
30.07.2023;7;10;139;128;267
30.07.2023;7;11;150;139;289
30.07.2023;7;12;172;159;331
30.07.2023;7;13;144;133;277
30.07.2023;7;14;150;138;288
30.07.2023;7;15;176;163;339
30.07.2023;7;16;214;198;412
30.07.2023;7;17;256;236;492
30.07.2023;7;18;204;189;393
30.07.2023;7;19;136;126;262
30.07.2023;7;20;90;83;173
30.07.2023;7;21;71;65;136
30.07.2023;7;22;51;48;99
30.07.2023;7;23;43;40;83
31.07.2023;1;0;62;57;119
31.07.2023;1;1;34;31;65
31.07.2023;1;2;19;17;36
31.07.2023;1;3;18;16;34
31.07.2023;1;4;24;23;47
31.07.2023;1;5;67;61;128
31.07.2023;1;6;163;151;314
31.07.2023;1;7;313;288;601
31.07.2023;1;8;320;296;616
31.07.2023;1;9;227;209;436
31.07.2023;1;10;222;205;427
31.07.2023;1;11;230;213;443
31.07.2023;1;12;256;236;492
31.07.2023;1;13;231;213;444
31.07.2023;1;14;240;221;461
31.07.2023;1;15;262;242;504
31.07.2023;1;16;318;293;611
31.07.2023;1;17;388;359;747
31.07.2023;1;18;315;291;606
31.07.2023;1;19;206;191;397
31.07.2023;1;20;151;140;291
31.07.2023;1;21;111;103;214
31.07.2023;1;22;80;73;153
31.07.2023;1;23;64;60;124
01.08.2023;2;0;58;54;112
01.08.2023;2;1;37;34;71
01.08.2023;2;2;21;20;41
01.08.2023;2;3;17;16;33
01.08.2023;2;4;23;22;45
01.08.2023;2;5;63;58;121
01.08.2023;2;6;172;158;330
01.08.2023;2;7;309;286;595
01.08.2023;2;8;308;285;593
01.08.2023;2;9;256;237;493
01.08.2023;2;10;199;184;383
01.08.2023;2;11;218;201;419
01.08.2023;2;12;240;221;461
01.08.2023;2;13;249;229;478
01.08.2023;2;14;242;223;465
01.08.2023;2;15;270;249;519
01.08.2023;2;16;335;309;644
01.08.2023;2;17;385;355;740
01.08.2023;2;18;328;302;630
01.08.2023;2;19;205;189;394
01.08.2023;2;20;145;133;278
01.08.2023;2;21;108;99;207
01.08.2023;2;22;83;76;159
01.08.2023;2;23;66;61;127
02.08.2023;3;0;63;58;121
02.08.2023;3;1;35;32;67
02.08.2023;3;2;22;21;43
02.08.2023;3;3;17;16;33
02.08.2023;3;4;26;24;50
02.08.2023;3;5;62;57;119
02.08.2023;3;6;161;149;310
02.08.2023;3;7;323;299;622
02.08.2023;3;8;295;272;567
02.08.2023;3;9;214;197;411
02.08.2023;3;10;205;190;395
02.08.2023;3;11;229;211;440
02.08.2023;3;12;244;226;470
02.08.2023;3;13;247;228;475
02.08.2023;3;14;236;217;453
02.08.2023;3;15;290;268;558
02.08.2023;3;16;339;312;651
02.08.2023;3;17;403;372;775
02.08.2023;3;18;299;276;575
02.08.2023;3;19;209;193;402
02.08.2023;3;20;146;135;281
02.08.2023;3;21;97;90;187
02.08.2023;3;22;81;75;156
02.08.2023;3;23;66;61;127
03.08.2023;4;0;64;59;123
03.08.2023;4;1;34;32;66
03.08.2023;4;2;20;19;39
03.08.2023;4;3;17;16;33
03.08.2023;4;4;25;23;48
03.08.2023;4;5;54;49;103
03.08.2023;4;6;163;151;314
03.08.2023;4;7;330;305;635
03.08.2023;4;8;268;247;515
03.08.2023;4;9;231;214;445
03.08.2023;4;10;226;208;434
03.08.2023;4;11;221;204;425
03.08.2023;4;12;251;231;482
03.08.2023;4;13;215;198;413
03.08.2023;4;14;249;229;478
03.08.2023;4;15;270;250;520
03.08.2023;4;16;335;309;644
03.08.2023;4;17;428;396;824
03.08.2023;4;18;324;299;623
03.08.2023;4;19;200;184;384
03.08.2023;4;20;141;131;272
03.08.2023;4;21;107;99;206
03.08.2023;4;22;81;75;156
03.08.2023;4;23;60;55;115
04.08.2023;5;0;62;58;120
04.08.2023;5;1;31;29;60
04.08.2023;5;2;22;21;43
04.08.2023;5;3;17;15;32
04.08.2023;5;4;24;22;46
04.08.2023;5;5;60;56;116
04.08.2023;5;6;151;140;291
04.08.2023;5;7;296;274;570
04.08.2023;5;8;307;284;591
04.08.2023;5;9;255;236;491
04.08.2023;5;10;216;200;416
04.08.2023;5;11;229;211;440
04.08.2023;5;12;245;227;472
04.08.2023;5;13;219;202;421
04.08.2023;5;14;254;234;488
04.08.2023;5;15;269;248;517
04.08.2023;5;16;370;341;711
04.08.2023;5;17;429;396;825
04.08.2023;5;18;286;264;550
04.08.2023;5;19;202;186;388
04.08.2023;5;20;141;131;272
04.08.2023;5;21;104;96;200
04.08.2023;5;22;83;77;160
04.08.2023;5;23;77;71;148
05.08.2023;6;0;50;47;97
05.08.2023;6;1;29;26;55
05.08.2023;6;2;18;17;35
05.08.2023;6;3;14;13;27
05.08.2023;6;4;21;20;41
05.08.2023;6;5;50;47;97
05.08.2023;6;6;143;132;275
05.08.2023;6;7;273;252;525
05.08.2023;6;8;253;233;486
05.08.2023;6;9;201;185;386
05.08.2023;6;10;190;176;366
05.08.2023;6;11;204;189;393
05.08.2023;6;12;214;197;411
05.08.2023;6;13;184;170;354
05.08.2023;6;14;189;175;364
05.08.2023;6;15;228;211;439
05.08.2023;6;16;288;265;553
05.08.2023;6;17;333;307;640
05.08.2023;6;18;254;234;488
05.08.2023;6;19;167;154;321
05.08.2023;6;20;114;105;219
05.08.2023;6;21;88;81;169
05.08.2023;6;22;66;61;127
05.08.2023;6;23;54;50;104
06.08.2023;7;0;40;37;77
06.08.2023;7;1;20;19;39
06.08.2023;7;2;14;13;27
06.08.2023;7;3;11;11;22
06.08.2023;7;4;16;14;30
06.08.2023;7;5;40;37;77
06.08.2023;7;6;112;103;215
06.08.2023;7;7;197;181;378
06.08.2023;7;8;183;168;351
06.08.2023;7;9;159;146;305
06.08.2023;7;10;142;131;273
06.08.2023;7;11;154;142;296
06.08.2023;7;12;171;157;328
06.08.2023;7;13;135;124;259
06.08.2023;7;14;160;147;307
06.08.2023;7;15;180;166;346
06.08.2023;7;16;228;211;439
06.08.2023;7;17;266;245;511
06.08.2023;7;18;204;189;393
06.08.2023;7;19;134;124;258
06.08.2023;7;20;97;89;186
06.08.2023;7;21;67;62;129
06.08.2023;7;22;57;52;109
06.08.2023;7;23;40;37;77
07.08.2023;1;0;61;56;117
07.08.2023;1;1;37;34;71
07.08.2023;1;2;20;19;39
07.08.2023;1;3;17;15;32
07.08.2023;1;4;24;22;46
07.08.2023;1;5;64;59;123
07.08.2023;1;6;161;149;310
07.08.2023;1;7;310;287;597
07.08.2023;1;8;305;281;586
07.08.2023;1;9;222;205;427
07.08.2023;1;10;217;201;418
07.08.2023;1;11;239;221;460
07.08.2023;1;12;264;244;508
07.08.2023;1;13;231;214;445
07.08.2023;1;14;267;247;514
07.08.2023;1;15;286;264;550
07.08.2023;1;16;340;313;653
07.08.2023;1;17;384;354;738
07.08.2023;1;18;312;288;600
07.08.2023;1;19;224;207;431
07.08.2023;1;20;159;146;305
07.08.2023;1;21;112;104;216
07.08.2023;1;22;87;80;167
07.08.2023;1;23;63;58;121
08.08.2023;2;0;64;59;123
08.08.2023;2;1;31;29;60
08.08.2023;2;2;19;18;37
08.08.2023;2;3;17;16;33
08.08.2023;2;4;25;24;49
08.08.2023;2;5;66;60;126
08.08.2023;2;6;171;158;329
08.08.2023;2;7;322;297;619
08.08.2023;2;8;278;257;535
08.08.2023;2;9;229;211;440
08.08.2023;2;10;193;179;372
08.08.2023;2;11;207;191;398
08.08.2023;2;12;260;240;500
